accession,summary,title,gpl,ftplink,,,,,Cancer Type,,GSE ID,Number_of_Genes_with_Data,Number Observations,Number Outputs,Imbalanced Ratio
GSE60542,"The biology underlying nodal metastasis is poorly understood. Transcriptome profiling has helped to characterize both primary tumors seeding nodal metastasis and the metastasis themselves. The interpretation of these data, however, is not without ambiguities. Here we profiled the transcriptomes of 17 papillary thyroid cancer (PTC) nodal metastases, associated primary tumors and primary tumors from N0 patients. We also included patient-matched normal thyroid and lymph node samples as controls to address some limits of previous studies. We found that the transcriptomes of patient-matched primary tumors and metastases were more similar than of unrelated metastases/primary pairs, a result also reported in other organ systems, and that part of this similarity reflected patient background. We found that the comparison of patient-matched primary tumors and metastases was heavily confounded by the presence of lymphoid tissues in the metastasis samples. An original data adjustment procedure was developed to circumvent this problem. It revealed a differential expression of stroma-related gene expression signatures also regulated in other organ systems. The comparison of N0 vs. N+ primary tumors uncovered a signal irreproducible across independent PTC datasets. This signal was also detectable when comparing the normal thyroid tissues adjacent to N0 and N+ tumors, suggesting a cohort specific bias also likely to be present in previous studies with similar statistical power. Classification of N0 vs. N+ yielded an accuracy of 63%, but additional statistical controls not presented in previous studies, revealed that this is likely to occur by chance alone. To address this issue, we used large datasets from The Cancer Genome Atlas and showed that N0 vs. N+ classification rates could not be reached randomly for most cancers. Yet, it was significant, but of limited accuracy (<70%) for thyroid, breast and head and neck cancers.",Revisiting the transcriptional analysis of primary tumors and associated nodal metastases with enhanced biological and statistical controls: application to thyroid cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60542/,,,,,Head and Neck Cancer,,GSE60542,978,92,2,0.088235294
GSE60697,We obtained snap-frozen tissue samples from 20 colorectal cancer (CRC) patients with stage III disease who had undergone curative resection. The expression profiles were determined using Affymetrix Human Genome U133Plus 2.0 arrays. We used microarrays to identify potential gene deregulation correlated with the outcomes of colon cancer patients.,Expression data from 20 human colon cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60697/,,,,,Colorectal Cancer,,GSE60697,978,20,1,0.538461538
GSE61304,"The study entails novel bio-marker discovery of Tumor Aggressive Grade signature (TAGs) genes and their role in recurrence free survival of breast cancer (BC) patients. Current BC dataset was used for co-expression analysis of TAGs genes and their role in BC progression. Additionally, recent findings have suggested an importance of structural organization of sense-antisense gene pairs (SAGPs) for transcription, post-transcriptional and post-translational events and their associations with cancer and disease. We studied SAGPs in which both gene partners are protein encoding genes (coding-coding SAGPs), their role in human BC development and demonstrated their potential for BC stratification and prognosis. Based on gene expression and correlation analyses we identified the robust set of breast cancer-relevant SAGPs (BCR-SAGPs). We isolated and characterized the sense-antisense gene signature (SAGS) and evaluated its prognostic potential in various gene expression datasets comprising 1161 BC patients. The methods used included the Cox proportional survival analysis, statistical analysis of clinicopathologic parameters and differential gene expression. The SAGS was effective in identification of BC patients with the most aggressive disease. Independently, we validated the SAGS using 58 RNA samples of breast cancer tumors purchased from OriGene Technologies (Rockville, MD).",Novel bio-marker discovery for stratification and prognosis of breast cancer patients,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61304/,,,,,Breast Cancer,,GSE61304,978,62,3,0.043478261
GSE61548,"The purpose of this study is to investigate certain genes inuduced/reduced by NK150460, novel compound possessing antitumor activity. To identify genes, time course samples were prepared from NK150460 sensitive and insensitive breast cancer cell lines. By comparing patterns in both sensitive and resistant cell lines, we tried to identify genes specifically modulated by NK150460 treatment.",Expression data in NK150460 treated breast cancer cell lines,201,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61548/,,,,,Breast Cancer,,GSE61548,586,20,1,1
GSE61942,"Patients with metastatic renal cell carcinoma (RCC) have a life expectancy of 6 months to 1 year. The deadly nature of RCC compared to other tumors that metastasize to bone, such as prostate cancer (PC), is associated with extensive arteriogenesis that requires recruitment of muscle progenitor cells to form the vascular smooth muscle around these large vessels. To identify potential genes that are involved in RCC recruitment of muscle progenitor cells we performed a microarray analysis to evaluate the global gene expression of human RCC (786-O) cells that form these large vessels in murine xenografts, versus human PC (PC3) that do not form these large vessels during osteolytic bone metastasis in mice (Xie C, et al. J Orthop Res. 2011;30(2):325-33). To assess changes in gene expression that occur when tumor cells interact with muscle progenitor cells, primary myoblast isolated from 5-day-old C57BL/6-Tg GFP neonatal mouse limbs were co-cultured with RCC or PC cells.",The gene expression profile of renal cell carcinoma cell line (786-O) versus prostate cancer cell line (PC3) in co-culture with primary murine muscle progenitor cells,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61942/,,,,,Prostate Cancer,,GSE61942,978,12,2,1
GSE62080,"In patients with advanced colorectal cancer, leucovorin, fluorouracil, and irinotecan (FOLFIRI) is considered as one of the reference first-line treatments. However, only about half of treated patients respond to this regimen, and there is no clinically useful marker that predicts response. A major clinical challenge is to identify the subset of patients who could benefit from this chemotherapy. We aimed to identify a gene expression profile in primary colon cancer tissue that could predict chemotherapy response.  Patients and Methods:- Tumor colon samples from 21 patients with advanced colorectal cancer were analyzed for gene expression profiling using Human Genome GeneChip arrays U133. At the end of the first-line treatment, the best observed response, according to WHO criteria, was used to define the responders and nonresponders. Discriminatory genes were first selected by the significance analysis of microarrays algorithm and the area under the receiver operating characteristic curve. A predictor classifier was then constructed using support vector machines. Finally, leave-one-out cross validation was used to estimate the performance and the accuracy of the output class prediction rule. Results:- We determined a set of 14 predictor genes of response to FOLFIRI. Nine of nine responders (100% specificity) and 11 of 12 nonresponders (92% sensitivity) were classified correctly, for an overall accuracy of 95%. Conclusion:- After validation in an independent cohort of patients, our gene signature could be used as a decision tool to assist oncologists in selecting colorectal cancer patients who could benefit from FOLFIRI chemotherapy, both in the adjuvant and the first-line metastatic setting.","Gene expression signature in advanced colorectal cancer patients select drugs and response for the use of leucovorin, fluorouracil, and irinotecan",570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62080/,,,,,Colorectal Cancer,,GSE62080,978,21,1,0.75
GSE62932,"The prognosis of colorectal cancer (CRC) stage II and III patients is still a challenge due to the difficulties of finding robust biomarkers and assays. The majority of published gene signatures of CRC have been generated on frozen colorectal tissues. Because collection of fresh frozen tissues is not routine and the quantity and quality of RNA derived from formalin-fixed paraffin-embedded (FFPE) tissues is vastly inferior to that derived from fresh frozen tissue, a clinical test for improving staging of colon cancer will need to be designed for FFPE tissues in order to be widely applicable. We have designed a custom Nanostring nCounter assay for quantitative assessment of expression of 414 gene elements consisting of multiple published gene signatures for colon cancer prognosis, and systematically compared the gene expression quantification between nCounter data from FFPE and Affymetrix microarray array data from matched frozen tissues using 414 genes.",Comparison of Nanostring nCounter data on FFPE colon cancer samples and Affymetrix microarray data on matched frozen tissues,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62932/,,,,,Colorectal Cancer,,GSE62932,978,68,1,0.2
GSE63252,"To investigate the role of p53 and DICER in the induction of ER stress, wildtype, p53 knockout or DICER mutant HCT116 colon cancer cells were treated with the ER stress inducers tunicamycin or brefeldin A for 24 hours. Microarray analysis was used to determine changes in gene expression associated with the induction of ER stress, and to compare this induction in wildtype, p53 knockout or DICER mutant HCT116 colon cancer cells",Induction of ER stress in HCT116 colon cancer cells,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63252/,,,,,Colon Cancer,,GSE63252,978,27,2,1
GSE63471,"REMAUS04 is a phase III trial comparing DNA array-based chemotherapy (by DLD30 score and TOP2A expression) to standard neoadjuvant chemotherapy, in patients with HER2-negative breast carcinoma not eligible for conserving surgery. We evaluated whether whole genome array approach is feasible in daily practice, and if the use of a genomic score (DLD30/TOP2A) improves chemotherapy efficacy.",Implementing whole genome array for clinical use in academic centers: A randomized trial comparing neoadjuvant standard chemotherapy to genomic-driven chemotherapy in operable breast cancer (REMAGUS04 trial),571,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63471/,,,,,Breast Cancer,,GSE63471,978,142,4,0.5
GSE63514,"Affymetrix-U133-plus2.0-based gene expression analysis of laser-captured epithelium from 128 cervical tissue specimens from women enrolled in SUCCEED Cervical cancer (CC) is the second most frequent cancer in women and the third leading cause of cancer death in women worldwide. Our analysis of normal, precancerous, and cancerous cervical tissue shows that progress of the disease is a cascade of increased DNA replication/repair and cell proliferation followed by substantial metabolic shifts. The data show a sharp decrease in estrogen receptor alpha (ERα) in tumor cells, and ranking tissue specimens by estrogen-responsive gene expression correlates remarkably closely with histological pathology. Johan, den Boon, Morgridge Institute for Research at University of Wisconsin-Madison Paul, Ahlquist, Howard Hughes Medical Institute and Morgridge Institute for Research at University of Wisconsin-Madison Nicolas, Wentzensen, National Cancer Institute",Gene expression analysis of cervical cancer progression,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63514/,,,,,Cervical Cancer,,GSE63514,978,128,1,0.35
GSE63678,"A growing number of studies on gynecological cancers (GCs) have revealed potential gene markers associated either with the pathogenesis and progression of the disease on representing putative targets for therapy and treatment of cervical (CC), endometrial (EC) and vulvar cancer (VC). However, quite a little overlap is found between these data. In this study we combined data from the three GCs integrating gene expression profile analysis. The meta-analysis including our results and data emerge from other available studies on gynecological malignancies and other cancer types, revealed common properties among them including deregulation of cell cycle, immune response, antiviral response and apoptosis.","Expression data from Vulvar, Cervical, Endometrial Carcinoma tissue",571,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63678/,,,,,Vulvar Cancer,,GSE63678,978,35,1,0.714285714
GSE63885,"The introduction of microarray techniques to cancer research brought great expectations for finding biomarkers that would improve patients� treatment; however, the results of such studies are poorly reproducible and critical analyses of these methods are rare. In this study, we examined global gene expression in 97 ovarian cancer samples. Also, validation of results by quantitative RT-PCR was performed on 30 additional ovarian cancer samples. We carried out a number of systematic analyses in relation to several defined clinicopathological features. The main goal of our study was to delineate the molecular background of ovarian cancer chemoresistance and find biomarkers suitable for prediction of patients� prognosis. We found that histological tumor type was the major source of variability in genes expression, except for serous and undifferentiated tumors that showed nearly identical profiles. Analysis of clinical endpoints [tumor response to chemotherapy, overall survival, disease-free survival (DFS)] brought results that were not confirmed by validation either on the same group or on the independent group of patients. CLASP1 was the only gene that was found to be important for DFS in the independent group, whereas in the preceding experiments it showed associations with other clinical endpoints and with BRCA1 gene mutation; thus, it may be worthy of further testing. Our results confirm that histological tumor type may be a strong confounding factor and we conclude that gene expression studies of ovarian carcinomas should be performed on histologically homogeneous groups. Among the reasons of poor reproducibility of statistical results may be the fact that despite relatively large patients� group, in some analyses one has to compare small and unequal classes of samples. In addition, arbitrarily performed division of samples into classes compared may not always reflect their true biological diversity. And finally, we think that clinical endpoints of the tumor probably depend on subtle changes in many and, possibly, alternative molecular pathways, and such changes may be difficult to demonstrate.",Gene expression profiling in ovarian cancer,570,,,,,,Ovarian Cancer,,GSE63885,978,101,5,0.634146341
GSE64256,"Introduction: The potential of expression profiling using microarray analysis as a tool to predict the prognosis for different types of cancer has been realized. This study aimed to identify a novel biomarker for colorectal cancer (CRC).  Experimental design: The expression profiles of cancer cells in 153 patients with CRC were examined using laser microdissection and oligonucleotide microarray analysis. Overexpression in CRC cells, especially in patients with distant metastases, was a prerequisite to select candidate genes. We analyzed the protein expression and localization of the candidate gene by immunohistochemical study and investigated the relationship between protein expression and clinicopathologic features in 271 CRC patients.  Results: Using microarray analysis, we identified 11 candidate genes related to distant metastases in CRC patients. Among these genes, Traf2- and Nck- interacting kinase (TNIK) was known to be associated with aggressiveness in CRC through Wnt signaling.  Absence of overexpression of TNIK protein was associated with significantly better overall survival (p < 0.001) and relapse-free survival (p < 0.001). Moreover, overexpression of TNIK protein was an independent risk factor for CRC recurrence (p = 0.009).  Conclusion: Overexpression of TNIK might be a predictive biomarker of CRC recurrence.",Prognostic significance of overexpression of Traf2- and Nck- interacting kinase (TNIK) in colorectal cancer [gene expression],570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64256/,,,,,Colorectal Cancer,,GSE64256,978,125,1,0.262626263
GSE64857,Microarray analyses for the identification of differences in gene expression patterns have increased our understanding of the molecular genetic events in colorectal cancer. We used gene expression analysis data from recurrent and non-recurrent patients with colorectal cancer to identify differentially expressed probes.,Gene expression data from patients with colorectal cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64857/,,,,,Colorectal Cancer,,GSE64857,978,81,1,0.840909091
GSE64951,"We have performed gene expression microarray analysis to profile transcriptomic signatures between cancer and noncancerous patients Gastric cancer is currently the second leading cause of cancer deaths. Due to the difficulty of diagnosing patients in the early stages of gastric cancer, it is critical to develop a method that can diagnose the disease at the early stage to allow for better treatment options. In this study, we discovered salivary transcriptomic and miRNA biomarkers for the detection of gastric cancer and identified there are mRNA-miRNA correlations in saliva.",Discovered salivary transcriptomic biomarkers for the detection of gastric cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64951/,,,,,Gastric Cancer,,GSE64951,978,94,1,0.492063492
GSE65194,"Transcriptome analysis of 130 breast cancer samples (41 TNBC ; 30 Her2 ; 30 Luminal B and 29 Luminal A), 11 normal breast tissue samples and 14 TNBC cell lines.",Expression profiling of breast cancer samples from Institut Curie (Maire cohort) --Affy CDF,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65194/,,,,,Breast Cancer,,GSE65194,978,178,1,0.018181818
GSE66161,"Lymphocyte and breast tissue samples from overweight woman at increased risk of breast cancer before and after 1 month of intermittant energy restriction Introduction  Observational studies indicate that weight loss and energy restriction reduce breast cancer risk. Intermittent energy restriction (IER) reduces weight as well as, or more than continuous energy restriction (CER), but its effect on the breast and systemic metabolism as indicators of breast cancer risk are not known.  Methods  We assessed the effect of IER ( 2 days of 65% energy restriction) for one menstrual cycle on the breast (breast gene expression and fat cell size) and systemic metabolism (insulin resistance, lipids, serum and urine metabolites) in 23 overweight premenopausal women at high risk of breast cancer.   Unsupervised hierarchical analysis selected 100 genes with the highest variance between pre and post IER biopsies in 20 subjects, whilst mass spectrometry  was used to assess corresponding changes in serum (LCMS) and urine metabolites (GCMS) in 23 subjects in the restricted and unrestricted days of the IER.   Results Women lost on average 4.8% (± 2.0) of body weight and 8.0% (± 5.0) of body fat. Insulin resistance (HOMA) was reduced by 29.8% (±17.8) on the restricted days and by 11%(±34) on the unrestricted days of the IER. Over 250 serum and urine metabolites significantly increased or decreased during the two  restricted days and most returned to normal after the subsequent five day period . In the breast tissue, approximately half (In 11) of the subjects displayed down regulation of several metabolic pathways including lipid synthesis, growth factors and hormones, whilst epithelial genes including milk proteins, secretoglobulins and mucins were up-regulated and several metabolic pathways down-regulated including lipid synthesis, growth factors and hormones. In the other nine subjects there was no appreciable effect of IER on the breast. CorrespondingThe gene changes were not seen in peripheral blood lymphocytes, and there was no reduction in breast fat cell size. The two groups defined by change in gene expression or lack of it did not differ in the degree of weight or fat loss, other systemic metabolic markers,  or histological assessment of the biopsies.    Conclusion  We conclude that breasts vary in response to short-term IER, the mechanism of which requires further investigation. Trial registration ISRCTN77916487",Intermittent energy restriction in overweight women at increased risk of breast cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66161/,,,,,Breast Cancer,,GSE66161,978,74,1,0.85
GSE66162,This SuperSeries is composed of the SubSeries listed below. Gene expression profiling of continuous or intermittent energy restriction in women at increased risk of breast cancer   ,Energy restriction in women at increased risk of breast cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66162/,,,,,Breast Cancer,,GSE66162,978,150,1,0.435897436
GSE66229,This SuperSeries is composed of the SubSeries listed below.,Molecular analysis of gastric cancer identifies discrete subtypes associated with distinct clinical characteristics and survival outcomes: the ACRG (Asian Cancer Research Group) study,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66229/,,,,,Gastric Cancer,,GSE66229,978,400,1,0.333333333
GSE66270,"To investigate the mechanisms of ccRCC progression and metastasis, we performed expression profiling of human kidney cancer and benign tissues.",Genome-wide analysis of gene expression patterns in human kidney cancer [patients without metastasis],570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66270/,,,,,Kidney Cancer,,GSE66270,978,28,1,1
GSE66271,"To investigate the mechanisms of kidney tumor progression and metastasis, we performed expression profiling of human kidney cancer and benign tissues.",Genome-wide analysis of gene expression patterns in human kidney cancer [patients with metastasis],570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66271/,,,,,Kidney Cancer,,GSE66271,978,26,2,0.923076923
GSE66272,This SuperSeries is composed of the SubSeries listed below.,Genome-wide analysis of gene expression patterns in human kidney cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66272/,,,,,Kidney Cancer,,GSE66272,978,54,3,0.962962963
GSE66305,"The CHER-LOB randomized phase II study showed that the combination of lapatinib and trastuzumab plus chemotherapy increases the pathologic complete remission (pCR) rate as compared to chemotherapy plus either trastuzumab or lapatinib. An extensive biomarker programme was prospectively planned to identify potential predictors of sensitivity to different treatments and evaluate treatment effect on tumor biomarkers. A mutation in PIK3CA exon 20 or 9 was documented in 20% of the cases. Overall, the pCR rates were similar in PIK3CA wild type and PIK3CA mutated patients (33.3% vs 22.7%; p=0.323). However, for patients receiving trastuzumab plus lapatinib, the probability of pCR was higher in PIK3CA wild type tumors (48.4% vs 12.5%; p=0.06). Ki67, pAKT and apoptosis measured on the residual disease were significantly reduced from baseline. The degree of Ki67 inhibition was significantly higher in patients receiving the dual anti-HER2 blockade. In conclusion, PIK3CA mutations seem to identify patients less likely to benefit from dual anti-HER2 inhibition. p95-HER2 and markers of PI3K pathway deregulation are not confirmed as markers of different sensitivity to trastuzumab or lapatinib.",Prospective biomarker analysis of the randomized CHER-LOB study evaluating the dual anti-HER2 treatment with chemotherapy plus trastuzumab and lapatinib as neoadjuvant therapy for HER2-positive breast cancer [expression],570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66305/,,,,,Breast Cancer,,GSE66305,978,88,2,0.676470588
GSE66667,"Purpose:Ovarian cancer has a high recurrence and mortality rate. A barrier to improved outcomes includes a lack of accurate models for preclinical testing of novel therapeutics.  Experimental Design:Clinically-relevant, patient-derived tumorgraft models were generated from sequential patients and the first 168 engrafted models are described. Fresh ovarian, primary peritoneal, and fallopian tube carcinomas were collected at the time of debulking surgery and injected intraperitoneally into severe combined immunodeficient mice.  Results:Tumorgrafts demonstrated a 74% engraftment rate with microscopic fidelity of primary tumor characteristics. Low-passage tumorgrafts also showed comparable genomic aberrations with the corresponding primary tumor and exhibit gene set enrichment of multiple ovarian cancer molecular subtypes, similar to patient tumors. Importantly, each of these tumorgraft models are annotated with clinical data and for those that have been tested, response to platinum chemotherapy correlates with the source patient.  Conclusions:Presented herein is the largest known living tumor bank of patient-derived, ovarian tumorgraft models that can be applied to the development of personalized cancer treatment.",Tumorgrafts as in vivo surrogates for women with ovarian cancer.,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66667/,,,,,Ovarian Cancer,,GSE66667,978,36,2,0.565217391
GSE67916,"To elucidate the molecular mechanisms of tamoxifen resistance in breast cancer, we performed gene array analysis and identified 366 genes with altered expression in four unique tamoxifen resistant (TamR) cell lines vs the parental tamoxifen sensitive MCF7/S0.5 cell line. Most of these genes were funcationally linked to cell proliferation, death and control gene expression, and include FYN, PRKCA, ITPR1, DPYD, DACH1, LYN, GBP1 and PRLR. Treatment with FYN specific small interfering RNA or a SRC family kinase inhibitor reduced cell growth of TamR cell lines while exerting no significant effect on MCF7/S0.5 cells. Moreover, overexpression of FYN in parental tamoxifen-sensitive MCF7/S0.5 cells resulted in reduced sensitivity to tamoxifen, demonstrating growth and survival promoting function of FYN in MCF7 cells. FYN knockdown in TamR cells led to reduced phosphorylation of 14-3-3 and CDc 25A, suggesting that FYN, by activation of of important cell cycle-associated proteins, may overcome the anti-proliferative effects of tamoxifen. Evaluation of the subcellular localization of FYN in primary breast tumors from two cohorts of endocrine-treated ER+ breast cancer patients, one with advanced disease (N = 47) and the other with early disease (N = 76), showed that in the former, plasma membrane-associated FYN expression strongly correlated with longer progression-free survival (P<0.0002). Similarly, in early breast cancer patients, membrane-associated expression of FYN in the primary breast tumor was significantly associated with increased metastasis-free (P<0.04) and overall (P<0.004) survival independent of tumor size, grade or lymph node status. Our results indicate that FYN has an important role in tamoxifen resistance, and its subcellular localization in breast tumor cells may be an important novel biomarker of response to endocrine therapy in breast cancer.",Gene expression analysis in tamoxifen resistant ER+ breast cancer cell lines,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67916/,,,,,Breast Cancer,,GSE67916,978,18,2,0.636363636
GSE68468,"RNA expression data was generated as part of a colon cancer study. Samples were obtained from patients, including primary colon cancer, polyps, metastases, and matched normal mucosa (obtained from the margins of the resection). The RNA was extracted from tissue samples obtained from resections and hybridized to Affymetrix HG-U133 arrays. RNA expression data was also obtained for a few cell lines.",caArray_notte-00422: Molecular Dissection of Colon Cancer,96,,,,,,Colon Cancer,,GSE68468,978,390,1,0.005376344
GSE69223,"To investigate the mechanisms of PCa progression, we performed expression profiling of human prostate cancer and benign tissues.",Genome-wide analysis of gene expression patterns in human prostate cancer (PCa),570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69223/,,,,,Prostate Cancer,,GSE69223,978,30,1,1
GSE69330,In this experiment we are exploring which genes are regulated by TRIM24 in androgen-dependent and castration-resistant prostate cancer cells.,Identification of TRIM24-dependent gene expression programs in prostate cancer cells.,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69330/,,,,,Prostate Cancer,,GSE69330,978,18,3,0.5
GSE69428,"High-grade serous ovarian cancer (HGSOC) progresses to advanced stages without symptoms and the 5-year survival rate is a dismal 30%.  Recent studies of ovaries and oviducts in patients with BRCA mutations revealed that premalignant HGSC is found almost exclusively in the fallopian tube.  To validate this notion, we cloned and transformed the fallopian tube stem cells (FTSC).  We demonstrated that the tumors derived from the transformed fallopian tube stem cells (FTSCt)  share the similar histological and molecular feature of high-grade serous cancer.  In addition, a whole-genome transcriptome analysis comparing between FTSC, immortalized fallopian tube stem cells (FTSCi), and FTSCt showing a clear molecular progression, which is mimicked by the gene expression comparison between laser captured normal oviducts and HGSOC ( cancer and paired normal samples from 10 patients).",Transformation of Human Fallopian Tube Stem Cells and high grade serous ovarian cancer,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69428/,,,,,Ovarian Cancer,,GSE69428,970,29,1,0.2
GSE6956,"The incidence and mortality rates of prostate cancer are significantly higher in African-American men when compared to European-American men. We tested the hypothesis that differences in tumor biology contribute to this survival health disparity. Using microarray technology, we obtained gene expression profiles of primary prostate tumors resected from 33 African-American and 36 European-American patients. These tumors were matched on clinical parameters. We also evaluated 18 non-tumor prostate tissues from 7 African-American and 11 European-American patients. The resulting datasets were analyzed for expression differences on the gene and pathway level comparing African-American with European-American patients. Our analysis revealed a significant number of genes, e.g., 162 transcripts at a false-discovery rate less than 5%, to be differently expressed between African-American and European-American patients. Using a disease association analysis, we identified a common relationship of these transcripts with autoimmunity and inflammation. These findings were corroborated on the pathway level with numerous differently expressed genes clustering in immune response, stress response, cytokine signaling, and chemotaxis pathways. Furthermore, a two-gene tumor signature was identified that accurately differentiated between African-American and European-American patients. This finding was confirmed in a blinded analysis of a second sample set. In conclusion, the gene expression profiles of prostate tumors indicate prominent differences in tumor immunobiology between African-American and European-American men. The profiles portray the existence of a distinct tumor microenvironment in these two patient groups. Keywords: Microdissected tissue analysis",Tumor Immunobiological Differences in Prostate Cancer between African-American and European-American Men,571,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6956/,,,,,Prostate Cancer,,GSE6956,978,89,1,0.407407407
GSE69657,"To measure global gene expression in primary advanced colorectal cancer patients who have undergone fluorouracil, leucovorin and oxaliplatin (FOLFOX4)  chemotherapy and screen valuable biomarkers to predict the effects of chemotherapy Samples from primary advanced colorectal cancer patients were collected. The effects of chemotherapy were evaluated, and patients were divided into an experimental group and a control group.",Identification of HOXB8 and K LK11 expression levels as potential biomarkers to predict the effects of FOLFOX4 chemotherapy,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69657/,,,,,Colorectal Cancer,,GSE69657,978,30,1,0.764705882
GSE70915,Inhibition of Akt Signaling in PIK3R2 Overexpressing Colon Cancer Stem Cells Reduces Tumor Growth due Apoptosis and Decreased Mucin Production,Inhibition of Akt Signaling in PIK3R2 Overexpressing Colon Cancer Stem Cells Reduces Tumor Growth due Apoptosis and Decreased Mucin Production,570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70915/,,,,,Colon Cancer,,GSE70915,978,12,1,1
GSE71222,"Background: The potential of expression profiling using microarray analysis as a tool to predict the prognosis for different types of cancer has been realized. This study aimed to identify a novel biomarker for colorectal cancer (CRC).   Methods: The expression profiles of cancer cells in 152 patients with stage I-III CRC were examined using microarray analysis. High expression in CRC cells, especially in patients with distant recurrences, was a prerequisite to select candidate genes. Thus, we identified eleven candidate genes, and selected Traf2- and Nck-interacting kinase (TNIK), which was known to be associated with progression in CRC through Wnt signaling pathways. We analyzed the protein expression of TNIK using immunohistochemistry (IHC) and investigated the relationship between protein expression and patient characteristics in 220 stage I-III CRC patients.   Results: Relapse-free survival was significantly worse in the TNIK high expression group than in the TNIK low expression group in stage II (p = 0.028) and stage III (p = 0.006) patients. In multivariate analysis, high TNIK expression was identified as a significant independent risk factor of distant recurrence in stage III patients.   Conclusion: This study is the first to demonstrate the prognostic significance of intratumoral TNIK protein expression in clinical tissue samples of CRC, in that high expression of TNIK protein in primary tumors was associated with distant recurrence in stage II and III CRC patients. This TNIK IHC study might contribute to practical decision-making in the treatment of these patients.",Prognostic significance of overexpression of Traf2- and Nck- interacting kinase (TNIK) in colorectal cancer [152 samples],570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71222/,,,,,Colorectal Cancer,,GSE71222,978,152,1,0.206349206
GSE71258,"In this study, we assess the effect of zoledronic acid on clearance of disseminated tumour cells (DTCs) from the bone marrow in women undergoing neoadjuvant chemotherapy for breast cancer",Identification of genes associated with breast cancer micrometastatic disease in bone marrow disseminated tumor cells (DTCs),570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71258/,,,,,Breast Cancer,,GSE71258,978,128,6,0.694915254
GSE71363,CpG hypermethylation in gene promoters is a frequent mechanism of tumor suppressor gene silencing in various types of cancers. 5-aza-2'-deoxycytidine (AZA) is a DNA demethylating and anti-cancer agent resulting in induction of genes suppressed via DNA hypermethylation.,5-aza treatment of breast cancer and non-tumorigenic breast cells,570,,,,,,Breast Cancer,,GSE71363,978,18,2,1
GSE72968,"We report that previously described molecular subtypes of colorectal cancer are associated with the response to therapy in patients with metastatic disease. We also identified a patient population with high FOLFIRI sensitivity, as indicated by their 2.7-fold longer overall survival when treated with FOLFIRI, as first-line regimen, instead of FOLFOX. Our results demonstrate the interest of molecular classifications to develop tailored therapies for patients with metastatic colorectal cancer.",Molecular subtypes of metastatic colorectal cancer are predictive of patient response to chemo and targeted therapies (part 1),570,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72968/,,,,,Colorectal Cancer,,GSE72968,978,68,6,0.837837838
